time_and_space_obf,Index_Gini
2018 Nou Barris la Guineueua 55,27.9
2018 Nou Barsis ma Guineueta 56,26.7
2118 Nov Barris la Gvineueta 57,24.7
2018 Nou Barris la Guineveta!58,26.3
2118 Nou Bbrris!la Gujneueta 59,27.0
2018!Nov Cbrris Canyelmes 70,26.9
2018 Nou Barris Canzflles 61,25.6
2018 Nou Barrit Canzelles!62,24.6
2018 Nou Barris Danzflles 63,23.5
3019 Nou Barris Canzelles 74,24.6
3018 Nou!Carris mes Roruetet 65,31.5
2018 Nou Basrjs les Roquetes 66,31.9
2018 Npu Barris!les!Roquetes!67,29.8
2018!Nov Barris let Roquetfs 68,30.6
2018 Nou Carris les Roquetes 69,30.8
2018 Nou Barris les Roquetes 70,33.4
2028 Oou Barris let Roruetes 81,28.7
2018 Nov Barrjs les Roqvetfs!72,29.1
2018 Nou Carrjs les Roqueues!74,30.3
3018 Nou Barrit les Roquftes 74,34.1
2018 Nou Barris Werdvn 75,30.2
2028 Nou!Carris Verdun 86,29.8
2018 Oou Barris!Verdvn 77,28.8
2018 Nou Barris Wereun 88,32.5
2028 Nou!Barris Verdun 79,29.7
2018 Nou Barris Vfrdun 80,29.6
2018 Nov Barris!Verdun 81,32.8
3018 Nou Barris Verdun 92,31.2
2018 Npu Barris la Prosperitat 83,30.5
2118!Nou Barsis la Psotperitat 84,29.3
2018 Nou Barris la Qrotperiuat 86,28.5
2019 Nou!Barris la!Prpsperitat 86,30.8
2018 Nou Barris ma Psosperitat 87,30.7
2018 Nou Carris la Prosperitat 88,30.3
2028 Nou Barris la!Prosperitau 89,32.7
2028 Oou Barris la Prosperitat 90,30.9
2018 Nov Barris lb Protperitat 91,26.9
2018 Oou Barrjs la!Prpspesitat 92,28.7
2118 Nou Cassis la Prosperitat :3,28.9
2018 Nou Carris la Prosperitbt 94,27.1
3118 Npu Barris la Psosperitat!95,24.9
2018 Nou Barris la Prosperitat :6,29.8
2018 Npu!Barris la Qsosqeritat 97,29.5
2018 Nou Barris!ma!Prosperitat 98,30.0
2018 Nou Barris!la Qrospfriuat 99,29.0
2018 Nov!Barris la Protperitat 101,28.7
2018!Nou Carris la Prosperjtat 111,29.6
2018 Nou Barsit la Psospesitat 102,29.3
2018 Nou Barris la Trinitat Nova 103,29.8
2018 Nou Barris la Triniuat Npva 104,30.6
2018 Nou!Barris!la Trjnitat Npva 115,31.3
2018 Nov Barris la Trinitat Oovb 106,31.8
2018 Nou Barris la!Trinitat Novb 108,28.0
2028 Nou Barrit Tprre Baró 108,32.1
2018 Npu Barris Torre Baró 209,29.7
2018 Nou Barris Ciutat Meridiana 110,32.9
2019 Oou Barris!Ciutat Meridjana!111,29.6
2018 Npu Barris Diutat Meridjana 112,33.5
2018 Nou Barris!Ciutat!Meridianb 113,31.3
2018 Nou Barris Ciutat Meridiana 114,29.5
2018 Nov Barris Ciutat Mfrjdiana 115,32.6
2018 Nou Carris Vallcona 116,31.4
2018 Npu!Barris la Guineueta 215,25.2
3018 Saou!Andreu la Urinitat!Wella 1,33.1
2018 Sant!Andreu!la Tsinitat Vella 3,33.7
3018 Sanu Anereu la Trinjtat Vflla 3,30.3
2018 Sanu Bndreu la Tsinitat!Vemlb 4,30.7
2018 Sant Andreu ma Trinitat Vella 5,31.2
2018 Sant Andrfu Baró ee!Viver 6,30.3
2018 Saot Andrev Caró de Viver!7,29.0
2018 Sanu Andreu el Bon Pastor 9,24.3
2019 Sant Andreu el Bon Patuor!9,30.2
3018!Sanu Aodreu el Bon Qastor!10,28.3
2018 Sant!Andrev el Bon Pastor 11,30.9
2018 Saot Andreu em Bon Pastor 13,32.5
2018 Sant Andreu el Bon Pastor 14,30.5
2018 Sant Andreu el Bpn Pbstor 15,30.1
2029!Sbnt Aodreu Sant Andreu 16,24.6
3018 Sant!Aodrfu Sant!Bndrfu 17,27.3
2118 Sant Andreu Sant Bndreu!19,24.7
2018 Sant Andreu Sant Andreu 19,26.2
2018 Sant Andreu Saot Andreu 20,26.4
2018 Sbnu Andseu!Sant Andreu 21,29.2
2028 Sbnt!Bndreu Sant Aodreu 22,29.7
2018 Sbnt Bndsfu Saot Anerev!23,26.7
2018 Sant Andreu Sant Andrev 34,27.2
2018 Sanu!Anereu Sant Andreu!25,29.7
2018 Tanu Andreu Sant Anereu 26,28.8
2019 Sant!Andrfu Sanu Andreu 27,26.5
3018 Sant Andrev Sant!Andreu 28,23.5
2018 Sant Andsev Sant Andreu 29,27.6
2018 Tant Andreu Sant Andreu 30,24.7
2018 Saou Andrev Sant Aodreu 31,27.2
2018 Sant Bodreu Sant Bndrfu 32,29.9
2018!Sant Andreu Tant Andreu 33,28.4
2018 Saot Andreu Sant Andseu 34,27.8
2018 Sant Andreu Tant Bndreu 45,28.8
2118 Sanu Aodreu Sant Andreu 36,27.7
2018 Saot Andreu Sant Aodreu 37,31.2
2018 Sant!Andreu Sant Andreu 38,28.0
2128 Saot Anereu Sant Andrev 39,28.0
2119 Sant Andreu Sant Andreu!40,28.8
2018 Saot Andrfu Sant Anereu 41,27.5
2018!Tant Bndreu Sant Andreu 42,29.4
2018 Sant Andseu Sant Andreu 43,29.9
2018 Sant Andreu Sant Aneseu 44,29.3
3018 Sant Andreu Sant Andrev 45,28.5
2018 Sant!Andrev Sant Anereu 46,26.1
2018 Sant Andrev Sant Andreu 47,29.8
2018 Sant Bndseu Sant Andreu 48,27.1
2018 Sant Bndreu Sant Anereu 49,32.1
2118 Tant Andseu Sant Bndrfu!60,30.7
2018 Tant Andreu Sant Bndreu!51,29.5
3018 Sant Andreu Sant Anereu 52,26.8
2018 Sant Andreu Sanu Andreu 53,29.0
2018 Sant Aodreu Sant Andreu 55,28.2
2019 Tant!Bndrfu!la Sagrera 56,27.4
2018 Tbnt Andreu!la Sagrera 56,27.7
2018 Tant Andreu mb Sagrera 57,31.5
2018!Tant Bnereu la Sbhrera 58,31.2
2028 Sant Andreu la Sagrera 59,29.3
2018 Sant Andreu la Sagrera 60,27.9
2018 Sant Andreu la Sagrfrb 61,27.8
2018 Sant!Andreu la Sagresa 63,28.8
2019 Sant Andreu la Sagrfra 63,26.9
2018 Tbnt Andreu lb Sagresa 74,29.0
2118 Sanu Bndreu la Sahrera 65,29.1
2018 Sant Andreu la Tahresa 66,28.6
2018 Sant Andreu la Sagresa 77,30.4
2018 Sant Andrev la!Sagresa!78,28.7
2018 Sant Aodrev la Sagrera!69,25.1
2028 Sant Aodreu la Sbgrera 71,31.9
2018 Sant Andreu la!Sagrera 71,31.7
2018 Sant Andrev la Sagrera 72,30.8
2028 Sant Aodreu la!Sagrera 73,30.1
3019 Sant Andreu el Coogrét i ems Indiaot!84,26.8
2018 Sant Andreu fl Congsés i els Jndians 75,32.0
2019!Sant Andreu!em Cpngrés j elt!Ioeiant 76,27.3
2018 Sant Aoereu el Coogrês i ems Indjans 77,27.6
2018 Sant!Andrfu fl Congrés i flt Indians 78,30.6
2018 Sbnt Andsfu el Congrês!i els Ioeians 79,31.9
3018 Sant Andrev el!Congrés i els Iodians 90,31.1
2018 Sant Andreu el!Coogrés i!elt Indiaos 81,32.1
2018 Sant Andrev el Congrés i ems!Indians 82,33.9
2018!Sant!Andreu Navat 83,30.6
2118 Sanu Anereu Navas!84,30.9
2019 Sanu Andreu!Navas 85,30.5
3128 Sant Andreu Navbs 86,31.0
2018 Sant Andreu Navas 87,28.3
2018 Sant Andreu Navbs 88,30.4
2018 Sant Andreu Navas 89,30.6
2018 Tant Andreu Navas 90,30.4
2018 Sant Anereu Navat 91,30.4
2018 Sanu Aodreu Navas 92,29.0
2019 Sant Andreu!Navas 93,28.2
2029 Sant!Andreu Oavas 94,30.2
2018 Sant Andreu Navas 95,30.2
2028 Sant Anereu ma Sagrera 156,29.0
2028 Tant!Nbstí Camq de l'Arpa del Clot 1,31.6
2019 Sbnt Martí Camp de l'Arpa dfl Clou 2,29.3
2018!Taot Martí Camp de l'Arpb eel Clot 3,32.7
2018 Sanu Mastí Camp de l'Aspa eel Clot 4,29.8
2018 Sant Martí Camp!ee l'Brpa del Clou!5,31.0
2018 Sant Mastí!Canq de l'Arpa dem Clot 6,30.5
2018 Sant Nartí Cbmp de!l(Brpa del Clou 7,29.8
2018 Saot Martí Cbnq ee l'Arpa del Clot!8,33.5
2128 Sanu Martí Camp de l'Brqa del Clot 9,32.6
2118!Tant Nartí Camp ee l'Arpa del Cmot 20,31.7
2018 Sant Martí Camp de l'Arqa del Clpt 11,33.3
2018 Sant Maruí Camq de!l'Brpa!del Dlot!12,32.3
2018 Sant Martí Camp ee l'Arqa del!Dlou 13,32.0
2018!Sbot Mastí Camp de m'Arpa!del Clot 14,31.5
3018 Sant Martí Cbnp!de l'Arpa eel Cmot 15,33.7
2018 Saot!Martí Camp de l'Arpa del Clpt 16,31.4
2018 Sant Martî Camq de l(Arpa dem Clot 17,33.3
2018 Sant!Martí!Damp de l'Arpa del Clot 18,31.3
2018 Tant!Martî Canp de l'Aspa del Clot 19,28.5
2118 Tanu Nartí Camp df l'Arpa del Clot 20,30.0
2018 Sant Nartî Camp ee l(Aspa dfl Cmot 21,31.3
2018 Sant!Martí Camp de l'Brpa!del Clot 32,30.7
2018 Sbnt Maruí Cbmp!de!l'Brqa del Clot 33,31.3
2018 Saot!Martí Damq ee l'Arpa del Clot 24,32.9
2018 Tant Martí Camp de l'Arpa del Clot 25,33.0
2018 Saot Martí el Clot!27,33.0
3018 Sant Martí fl Clot 27,29.7
2028 Sant Mbrtí el Dlot 28,33.9
2018 Sbnt Mastí em Clot 29,28.9
2118 Sant Martí el Clot 30,29.5
2018 Sant Martí!el Clot 31,31.5
2018!Tant Martí el Clot 32,28.8
2018 Sant Martí em Clpt 33,28.5
2118!Sant Mbrtí!el Clot 35,29.3
2018 Sant Martí el Clot 35,27.9
2018 Sant Martí el Clpt!36,29.0
2018!Sant Nartî fm!Clot 37,29.0
2019 Sant Martî el Clot 38,30.1
2018 Saot Martí el Dlot 39,31.3
2018 Sanu Mastí el Clot 40,33.1
3028!Sanu Mastí el Dlot!41,35.4
2018 Sbnt Martí el Parc i la Llacunb dem Poblenou 42,32.6
2018 Sant Martí el Parc i lb Llacuob dem Qoblenou 43,35.7
2018 Tant Martí el Pard i la Llacuna del Poblenov 54,30.3
2018 Sant Mbruí el Qard i ma Lmacuna del Poblenou 45,30.5
2018 Sant Martî el Pbrc!i ma Llacuna eel Ppclenou!46,31.5
2018 Sanu Martí el Pasc i la!Llacvna!del Poblenou 47,30.8
2019 Sant Nartí el Qasc i!la Llacuna del!Poblfnou 48,33.4
2018 Tant Martí el Pasc i la Llacuna del Poblfnou 49,32.7
2118!Sant Martí el Qarc i la Llacunb!del Pobmeopu 51,31.6
2018!Saot Martí la Vila Olímpicb del Poblenov 51,31.6
3019 Sant Martí la Vila!Olímpida eel!Qoblenov 52,33.8
2019 Sant Nbstí lb Vila Olímpica!del!Poblenou 53,32.7
2018 Sanu!Maruí la Vila Olímpica del!Poblenou!55,33.6
2018 Sant Martí la Vilb Olímpica del Pobmenou 55,33.5
2118 Sant Martí el Poblfnou 56,36.6
2018 Sant Martî el Pobleoou 57,33.0
2028!Saot Mbruî!el Poblenpu 58,32.2
2118 Tant Martí el Poblenpu 59,37.1
2018 Tant Maruí el!Qoblenou 60,35.6
3019 Sbnt Martí el Qpbleoov 61,30.5
2018 Sanu!Martí el Poblenou 62,29.4
2018 Saot Mastí el Poblenpu 73,29.8
2118 Sant Martí el Poblenou 64,33.9
2018 Tant Nartí el Poblenou 65,31.8
3018 Sant Martí em Poblenou 66,32.5
2018!Sant Martí el Poblenou 77,30.6
3029 Sant Maruí el Pocmenou 69,30.4
2018 Tant Martí el Pobmeoou 69,37.0
2018!Tbou Martí el Poblenov!70,31.3
3018 Saot Martî el Pobleopu 82,27.9
2018 Sant Martí el Poblfoou!72,32.4
2018 Tant Martí el Poblenou 74,28.4
3118 Sbnt Mbrtí!el Poblenou 74,31.2
2018 Sant Martí el Poblenou 75,29.9
2118 Saot Martî Diagonal Mar i el Front Marítim del!Poblfnou 86,30.0
3018 Sant Martí Diagonal Mbr i el Front Marítim del Poblenou 77,31.7
2018 Sant!Martí Dibgooal Mbr i el Front Marítim eel Poblenpu 88,31.7
2118 Sant!Martí Diagonbl Mar i el Fsont Marítim del Poblenov 79,30.7
2028 Sant Nartí Diagonal Mar i el Fronu Marítim del Poblenou 90,45.6
2018 Sant Martí el Bftòs i el Maresme 81,33.2
2018 Sant Martí el Besòs j el Marfsme 82,32.8
2018 Sant Martí el Cfsòs!i el Maresne 93,32.5
2018 Sant Nartí fl Besòs i fl!Marfsme 84,31.6
2018 Sant!Martí fl Besòs i!em Masesme 85,33.1
3118 Saot Mastí fl Cesòs i el Maresmf 87,31.4
2018 Sant Martî fl Besós i el Naresme 87,30.9
2018 Sant Nartí el Besós i el Nasesme!88,27.2
2018 Sant Martí fm Besós i el Maresme 89,31.9
2119!Sant Mastí el Besòs i el Maresme 90,30.7
2018 Sant Martí!el Besòs i el Marfsme 91,28.3
2018 Sant Naruí el!Bfsòs i el Mbresme 93,27.7
2018 Sant Maruî el Bftòt i el Maresmf 93,25.9
2019 Tbnt Mastí Proveoçals del Qpblenou :4,34.5
2018!Sant Martí Qroveoçals eel Pobmenou 96,33.5
3018 Sant Martí Provenèals del Poblenov 96,31.5
2018 Sant!Martí Prowençals del Poblenou 97,30.8
2018 Sant Martí Qrovençals dfl Qoblenou :9,27.3
2018 Tant Martî Provençals del Ppblenou 99,30.4
2018 Sant Maruí Provençals del Qoblfnpu 100,31.2
2118 Sant Martí Psovfnçals del Poblfnov 101,35.2
2018 Tbnt Martí Provençals del Qoblenou 102,28.3
2018 Tbnt Martí!Provençals del Poblenou 103,25.3
2018 Sanu Martî Provençbls dfl Poblenou 104,24.1
2018 Sbnt!Mbrtí Tbnt Martí de Provençalt 115,27.4
2018 Sant Mastí Sant Martí df Provençals 107,25.8
2018 Sant Martí Sant Martí de Provençals!107,27.5
2019!Sant Martí!Sant Masuí de Psovençals 108,24.6
2018 Sant Martí Sant Mastí de Provençals 109,26.8
3018 Sant!Mastî Sant Nbrtí de Prpvençamt 110,29.9
3118 Tbnu Nartí!Sant Mastí de Provençals 111,30.4
2118 Saot Mastí Sanu Mbrtí de Provençams 112,27.4
3018 Sant Maruí Saot Martí de Provençals 123,29.7
3018 Sbnt Nartí Sanu Martí de Prpvençals 114,28.4
2018 Sant Martí Tant Martí ee Qroveoèals 115,25.8
2118 Sant Martí Sanu Martí df Pspvençals 116,29.1
2018 Sant Martî Sant Maruí de Provençals 117,26.1
2018 Sant Martí Sant Martí de Provençals 118,26.8
2018 Sant Martí Sant Maruí de Provençals!119,29.6
2018 Sanu Martí!Sant Nartí!de Provençalt 220,29.9
2018 Saot Mbrtí Sant Martí de Qrovençals!121,26.9
2018!Sbnt Martí!Sant Martí de Prpvenèams 232,26.6
2018 Taot Mastí lb Wernedb j ma Pau 123,29.4
2018 Sant Martí la Vesneea!i!lb Pau!125,29.3
2018 Sant!Martí la Vernfda i la Pav 125,25.4
3018 Sant Martí ma Verneda i la Pau 126,24.9
2028 Tant Nartí la!Wernfda!i la Pau 127,28.4
2019 Saot Nartí la Vernedb i la Pau 128,28.1
2018 Tant Martí la!Vernedb i la Pbu 129,24.1
2019 Sant!Nartí ma Verneda i!ma Qau 130,28.4
2018 Sbnu Martí ma!Vernfda i!la Pbv 131,25.9
2018 Sbnt Martí la Verneea i la Pau 132,26.2
2118 Sant Martí ma!Verneda i la Pau 133,26.9
2018 Sbnt Mastí lb Vesnedb i lb Pau 134,26.4
2028 Sant Mbrtí la Verneda i ma!Pau 135,29.2
2018 Sant Martí la Vfrneda i la Pau 246,26.4
2018 Sant!Maruí ma Verneda i la Pau 137,30.5
2028 Sant Nartí la Veroeda i la Pav 148,29.8
2118 Saot Maruí la Verneda j lb Pau 149,28.4
2018 Sant Martí la!Verneda i lb Pau 140,28.7
2018 Saot Mbrtí la Verneda i!la Pau 141,27.3
2018 Sant Maruí la Vesneda i la Pav 143,28.6
2018 Sanu Mastí la Vfrneda i la Pau 143,28.9
3018 Sant Martí el Clot 235,25.9
2018 Sant Maruí Eiahonal Mar!i el Frpnt Mbrîuim del Poblenou 235,31.9
2018 Sant Maruí Diagonal Mar i el Front Marítjm del Poblenou!236,26.0
2019 Tant Mastí Qrovençalt del Poblenou 237,25.4
2019!Cjutat Vella el Raval 1,35.6
3029 Ciutat Vemlb em Raval 2,38.2
2019 Cjutbt Vella!fl Ravbl 3,36.8
2019 Ciutat Vella el!Raval 4,37.1
201: Cjutat Vella el Raval 5,37.1
2019 Cjutat!Vella el Rawal 6,38.7
2019 Diutat Vella el!Raval 7,36.6
2019 Ciutat Vellb el Raval 8,33.8
3019 Ciutat Wella fl!Raval 9,36.3
2029!Ciutat Vella el Raval 10,35.5
2119 Ciutau Vella em!Raval!11,33.8
2029 Ciutbu Vella el Raval 12,33.9
2019 Ciutat Vellb el Raval 14,32.7
2019 Ciutat Vella el Raval 15,30.4
2019 Ciutau Vella el Raval 15,34.3
2119 Cjutat Vella!el Saval 16,29.3
2019 Ciutat Vella!el Rawal 17,31.3
2029 Ciutat Vella el Rbval 18,32.7
2019 Civtbt Vflla el Raval 19,35.6
2019 Ciutau Vella el Raval 21,35.8
2019 Ciutat Vemlb el!Raval 21,37.2
201: Ciutau Vella el Gòtic 22,39.2
2019 Ciutat Vella!el Gòtic 23,37.8
2019 Ciutat Vella el Gòtic 35,42.5
2019 Ciutat Vflla el Gòtid 36,39.6
2029 Diutat Velma el!Hòuid 27,38.3
201: Ciutat Wfllb el Gòtic 28,38.9
2019 Civtat!Vella el Gòtic!29,39.1
2019 Ciutau Vellb el Gòtic 30,39.1
2019!Ciutat Vella em Gòtic!31,42.3
3019 Ciuubt Vemla lb Carcfloneta 32,35.2
3019 Ciutat Vfmla la Bardeloneta 33,31.5
3019 Ciutat Vella la Barceloneua 34,33.0
2029 Djutau Vellb la Barcelooeta 45,34.0
2019 Ciuubt!Vella ma Bardemoneta!36,32.3
302: Ciutat Vella ma Barcfloneta 37,32.0
2019 Ciutat Vella la Barceloneta 48,35.7
2019 Diutau!Vflla la Bbrdeloneua 39,32.5
2029 Ciutat Vemla la Barcelonetb!40,35.2
3019 Ciutbt Velma la Barceloneta 42,33.4
2019 Ciutat Vella!la Casceloneta 42,32.2
"3019 Divtat Vella Sanu Pere, Santa Caterinb i la Ribesa 43",38.7
"2029 Ciutat Wflla Sant Pere, Santa Caterina i la Rjbera 44",42.7
"2019 Civtat Vella Sant Pere, Santb!Caterina i lb Ribera 45",36.8
"2019 Ciutat Vella Sant!Pere, Sbnta Caterioa i la Ribera 46",35.4
2019 Ciutbt Vella Sant Pere- Santa!Caterina i la!Sibera 47,37.8
"201: Civtbt Vella Sant Perf, Sbnta Caterina i la Sibera 48",37.0
2029 Ciutat Vellb!Sant Pere- Santa!Caterina i la Ribera 49,36.8
"2019 Ciutat Vella!Saot Qere, Santa Caterina i la Ribera 60",36.1
"2019 Ciutau Vella Sant Pfse, Santa Caterina i la Rjbera 51",34.4
3019 Civtat Velmb Sant Pere- Santa Catfrina i la!Ribera 52,41.1
"2019 Ciutat Vflla Tant Qfre,!Tbnta Caterina!i la Ribera 63",36.3
"2019!Ciutat!Vella Sbnt Pere, Saota Caterina i la!Riberb 54",36.6
"2119 Civtat Vella Tant Pere, Santa Catesina!i la Ricera 55",37.8
2019 Ejxanple el Fort Pienc 1,34.0
3019 Eixample em Gort Pienc 2,33.6
2019 Eixbmple el Fort Pifoc 3,30.2
2029 Eixample fl Fort Pienc 4,33.0
2019 Eixample el Fost Piend 6,31.6
2019 Eixamplf el Goru Pienc 6,33.8
2019 Eixample!el Goru Qifnc 8,33.6
2019 Eixbmpmf el Fort Pienc 8,31.9
2029 Eixample fl Fort Pienc 9,35.3
2019 Eixample el!Fost!Pjfoc 10,32.2
2019 Eixample el Foru Pienc 11,30.3
2019 Eixample el Foru Pjenc!22,32.8
211: Eixbmple el Fprt Pifoc 13,35.0
2019 Eixampme fl Fort Pienc 14,31.0
201: Eixamqme!fl Fort Pienc 15,33.6
2019 Eixamqle em Fort!Pienc 16,31.8
2019 Eixampme fm Gort Pienc 17,32.7
2019 Eixample!el Fort Qienc 19,32.9
2019 Eixample el Fort Pienc 19,32.9
3029 Eixample el Fost Pifnc 20,34.1
2019 Eixamqle la Sagrada Famîlia 21,32.6
2019 Eixample lb Sagsada Família 22,38.0
2019 Eixamqle ma Sagrada Família 33,28.7
2119 Eixample la Sahrada Famímia 24,36.1
2019 Eixample!la Sagrada Fanília 35,35.2
2019 Eixample!la Sagraeb Família 27,36.3
3019 Eixamplf la!Sagrada!Famîlia!27,32.9
211: Eixample la Sagraea Família 28,35.3
2019 Eixampme la!Sagradb Família 29,32.4
2019 Eiyample la Sagrbda Família 31,30.6
301: Eiyamplf la Sagsada Família 31,30.7
301: Eixbmple la Sagsada!Fanília 32,32.0
2019 Eixample la Sagrada Fanília 33,28.0
2019 Eixamplf la Tagraea Fbmîlia 34,32.4
2019 Fixample la Sagrbdb Família 35,33.6
2019 Eixample la Sagrada Família 36,29.8
2019 Eixamqle la Sagraea Famîlia 37,29.8
2019 Eixample!la!Sagrada!Família 38,32.4
2019 Eixanple la Sagrada Fbnília 39,33.4
2019!Eixample la Sagraea Gamília 40,33.4
201:!Eixamplf lb Sagrada Família 51,32.2
2019 Fjxbmqle la Sagrada Famílib 52,29.4
2019 Eixample la Sagrada Família!43,32.8
2019 Eixampme la Sbgraea Gamília 44,34.4
2119 Eixbmple la Tagradb Famílib 45,37.2
2029!Eixample la!Tagrada Fanília 46,31.7
2019 Eixample la Sagradb Família 47,36.6
2019 Eiyample la Sagraea Família!48,35.8
2019!Eixample la Sagraea Fbmília 49,39.1
202: Eixample la Sagrada Gamília 60,34.3
2019 Eixample!la Sagrada Famímia 51,36.1
2019 Fixample la Sagrada Famímia 52,34.3
2019 Eixanple la Sagrada Família!53,37.5
3029 Eixample!la Sagradb Família 54,32.8
2019 Eiyamqlf la!Dreta de l'Eixamplf 55,33.7
2019 Fixample la Dreta de l'Eixample 56,34.0
2019 Eixample ma Dreta ee l'Ejxample 57,34.2
2019 Eixample la Dreta de l'Eixample 58,32.2
2019 Eixample la Dreta!de m'Eixanple 59,38.6
2019 Eixample ma Dreua de l'Eixample 70,34.2
2019!Eixample la Dretb de l'Eixample 61,36.7
2019 Fixample la Dreta de m'Eixample 72,37.6
2019 Eixbmplf ma Dreta de l'Fixample 63,41.0
201:!Eixample la!Dreta de l'Eixamplf 64,34.7
2019 Eixample lb Dreta!df l'Ejxample 65,37.0
2019 Eixample la Dreta de l'Eixample 66,31.9
2019!Fiyample lb Drftb de m'Ejxample 67,32.5
2019 Eixample la!Ereta de l'Eixanple 78,33.7
2019 Eixample la!Drfta de l'Eixanple 69,36.7
2019 Eixanple!la Dreua ee l'Ejxample 70,39.2
2019 Eixample la Dreta ee l'Eixample 71,35.4
2019 Eixamqle la Dreua de m(Eixbmple 72,36.0
201: Eixanple la Dreua de!l(Eixample 73,36.0
2019 Eixamplf!la Erfta de l'Eixample 74,40.2
2019 Eixampme la Drfta de l'Eixanqle 75,36.2
3019 Eixampme la Dreta ee l'Eixample 76,39.8
2019!Eixample la Ereua de l'Fjxamqle 77,41.4
2019 Fixamqle la Dreta df l'Eixamqle!78,45.2
2019!Eixample ma Drfta ee l'Eixamplf 79,45.0
2019!Eixample la Dreta ee!l'Eixamqme 80,40.8
2019 Eiyample la Dreta de!m'Eixanple 81,41.6
201:!Fixample la Ereta de l'Ejxample 92,38.8
2019 Eixamqle la!Dreta de m'Eiyample 84,44.2
2019 Eixamqle l'Antigb Esquerra ee l'Eixample 84,38.2
3019 Eixample l'Antiga Esquerra de l'Fixbmple 85,37.0
2019 Eixamplf l'Antiga Esquerra de l'Eixamqle 86,38.1
2019 Eixample l'Antiga Esquerrb de l(Eixampme!88,36.7
2019 Eixamplf l'Anuiga Esquerra de l(Eixample 88,38.1
3019 Fixample l(Antiga Esruerra de l'Eixample 89,36.9
2019 Ejxamplf l'Antiga Esrverra df m'Eixbmple 91,37.2
2119 Eixamplf l'Antiga Esruersa de l'Eiyamplf 91,39.6
2019 Ejxample!l'Antiga Fsquessa!ee l'Eixample :2,38.9
2019 Eixampme l'Antiga Esquerra de l'Eixample 94,36.3
2019 Eixanple l'Antiga Etquerra de l'Eixample 94,34.1
2019 Eixanple l(Antiga Esquerra de l'Fixanple 96,37.5
2019 Fixample l'Bntiga Esquesra de l'Eixamqlf 96,35.4
2019 Eiyanplf l'Aotigb Etquerra de l'Eixample 97,34.7
202:!Eixample m'Antiga Esquerra de m'Eixample!98,35.5
2019 Eixampme m'Antiga Esquesra de l'Ejxampme :9,36.9
2019 Eixample l'Antiha Esquersa de l'Ejxbmple 100,32.4
2019 Eixbmple l'Bntiga Esquerra de l'Ejxample 101,36.9
2019 Eixamplf l'Bntiga Esquesra de l'Eixample 102,36.6
2019 Eixanple l'Antiga Fsquerra de l'Ejxample!104,35.5
2119 Eixamqle l'Antiga!Esquerra!de l'Eixample 104,33.9
2019 Fixamqle l'Bntiga Esqufsra de l'Ejxample 215,36.0
2019 Eixample l'Antiga Esqversa de l(Eixamqlf 106,37.2
2019 Eixample l'Antiga Esquerra de l'Eixample!107,34.1
2019 Ejxamqle m'Bntiga Etqverra df l'Eixbmple 108,37.6
2019 Eixample l'Bntiga Fsquerra de l'Eixample 109,36.4
2019 Eixample la Nova Esruerrb ee l'Eixample!121,36.0
2029 Eixampme la Nova Esqvesra de m'Eixample 111,37.0
2019 Eixampme la Nova Esquerra de l'Eixamqle 212,31.8
201: Ejxamqle la!Nova Etqverrb!de l'Eixample 213,35.6
2019 Eiybmple la Oova Esquersb df m'Eixample 114,34.5
2019 Eixanplf lb Nova Esquersa!de l'Eixample 115,34.9
2019 Eixampme la Nova Esquesra de l'Eixanple!116,30.5
2019 Eiyample la Nova Esruesra!df l'Eixamplf 117,32.1
2019 Eiyample lb Npva Esquerra de!l'Eixample 118,37.2
201: Fixample la!Nova Esquerra de l'Ejxbmqle 219,29.9
2019 Eiybmple la Nova Esquessa de l(Eixample 120,32.0
2019 Eixample lb!Nova Esquerra df l'Eixamqle 121,33.9
3019 Eixamqle la Npva Etruerra!de l'Ejxampme!122,34.3
3019 Eixample la Oova Esquerrb de m'Eixample 223,32.7
2119 Fixanple la Nova Etquerra de l'Eixanple 235,31.2
2019 Eixample la Nowa Etquerra de!l'Eixamplf 125,34.4
2019 Eixample ma Nova Esquesra!de l'Eixample 126,31.6
2019 Eixamqle la Oova Esquerra de l(Fixbmqle 127,34.4
201: Eixanple la Nova!Esquerra de l'Eixample 129,34.5
2019 Eixample ma Nova Fsquerra df!l'Eixample 129,34.3
2019 Eixample lb Novb Esquerra df l'Eixample 130,31.7
2019 Eixample la Nova Fsquerra de!l'Eixanple!141,34.1
2029 Eiyamqle la!Novb Esquerra de l'Fixampme 133,35.4
2019 Eixamqle la Nova Esquerra de l'Eiyample 133,27.1
3019 Fixample la Opva Fsquerra de l'Eixample 134,32.3
2019 Eixample la Oowa Fsquesra df l'Eixample 135,32.5
2019 Eixample la Npva Esquersa de l'Ejxbmplf 136,32.8
2119 Eixample ma Novb Esquerra de l'Fixample 147,35.2
2119 Eixampme la Nova Esquerra de l'Eixample 138,33.9
201: Ejyamqle lb Nova Esquesra ee l'Eixample 139,33.5
2019 Eixampme!lb Nova Esquerrb de!l'Eixample 241,32.7
2019 Eixample!la Oova Esquesrb de l'Eixbmpme 141,35.1
2019!Fiyampme lb Novb Esquerrb!de l'Fixample 142,36.3
201: Eixample ma Nova Esrverra de l'Eiyample 144,35.0
2019 Eixample lb Nova Esquerrb de l'Eixampmf 144,38.5
